"","V2","V3","V4","V6","V7","V8","V9","V10","random","informed","Intro","Age","residency","Friends","MaleFemale","Race_1","Race_2","Race_3","Race_4","Race_5","Hispanic","education","citizen","Work","Income","ideology","partyID","Obama","X2010voting","election","intro2","immigrantN","deport","englishlaw","intro3","Asians","Blacks","Hispanics","MiddleEast","intro4","percentMA","percent_il","face_intro","face8","face8_age","face8_race_1","face8_race_2","face8_race_3","face8_race_4","face8clas","face8_his","face8.1","face8_des","face8_ori","face8.2","face8_loc","face8_job","intro","face9","face9_age","face9_race_1","face9_race_2","face9_race_3","face9_race_4","face9_clas","face9_hisp","face9.1","face9_desc","face9_orig","face9.2","face9_loc","face9_job","face9.3","face10","face10_age","face10race_1","face10race_2","face10race_3","face10race_4","face10clas","face10_hispanc","face10.1","face10desc","face10orig","face10.2","face10loca","face10job","face10inst","face11","face11_age","face11race_1","face11race_2","face11race_3","face11race_4","face11clas","face11_hispanc","face11.1","face11desc","face11orig","face11.2","face11loc","face11job","face11inst","face12","face12_age","face12race_1","face12race_2","face12race_3","face12race_4","fac12class","face12_hispanc","face12.1","face12desc","face12orig","face12.2","face12loc","face12loc.1","face12.3","face13","face13_age","face13race_1","face13race_2","face13race_3","face13race_4","face13clas","face13_hispanc","face13.1","face13desc","face13orig","face13.2","face13loc","face13job","face13inst","face14","face14_age","face14race_1","face14race_2","face14race_3","face14race_4","face14clas","face14_hispanc","face14.1","face14desc","face14orig","face14.2","face14oc","face14job","face14inst","face8.3","face8stud","face8.4","face8_for","face8.5","face8_com","face18_pic","face8_pro","face8.6","face8_ind","face8.7","face8_UE","face8.8","face8_capa","face8.9","face8_imm","face8.10","face8_inti","face8.11","face8_frie","face8.12","face8_app","face8_pic","face8_IQ","face8.13","face8_unus","face8.14","face8_norm","face8.15","face8_suc","face8.16","face8_weal","face8.17","face8_youn","comments","face9.4","face9_stud","face9.5","face9_fore","face9.6","face9_comm","face9.7","face9_prof","face9.8","face9_indu","face9.9","face9_UE","face9.10","face9_cap","face9.11","face9_imm","face9.12","face0intim","face9.13","face9_frie","face9_pic","face9_appr","face9.14","face9_IQ","face9.15","face9_unus","face9.16","face9_norm","face9.17","face9_succ","face9.18","face9_youn","face9.19","face9_weal","face10.3","face10stud","face10.4","face10_for","face10.5","face10_com","face10pic","face10_prof","face10.6","face10_ind","face10.7","face10_UE","face10.8","face10_cap","face10.9","face10_imm","face10.10","face10inti","face10.11","face10appr","face10.12","face10_IQ","face10.13","face10unus","face10.14","face10_norm","face10.15","face10succ","face10.16","face10weal","face10.17","face10youn","face10.18","face10_frie","face11.3","face11stud","face11.4","face11_for","face11.6","face11_com","face11.7","face11_prof","face11.8","face11_UE","face11.9","face11indu","face11.10","face11capa","face11.11","face11_imm","face11.12","face11inti","face11.13","face11_frie","face11.14","face11appr","face11pic","face11IQ","face11.15","face11unus","face11.16","face11_norm","face11.17","face11succ","face11.18","face11weal","face11.19","face11youn","face12.4","face12_stu","face12.5","face12_for","face12.6","face12_com","face12.7","face12_prof","face12.8","face12indu","face12.9","face12_UE","face12.10","face12_cap","face12.11","face12_imm","face12.12","face12inti","face12.13","face12appr","face12.14","face12_frie","face12.15","face12_norm","face12.16","face12succ","face12.17","face12weal","face12nus","face12unus","face12.18","fac12young","face12.19","face12IQ","face13.3","face13_com","face13.4","face13_student","face13.6","face13_for","face13.7","face13_prof","face13.8","face13indu","face13.9","face13UE","face13.10","face13cap","face13.11","face13_imm","face13.12","face13inti","face13.13","face13_frie","face13.14","face13appr","face13.15","face13IQ","face13.16","face13unus","face13.17","face13_norm","face13.18","face13succ","face13.19","face13weal","face13.20","face13youn","face14.3","face14stud","face14.4","face14_for","face14.6","face14_com","face14.7","face14_prof","face14.8","face14indu","face14.9","face14_UE","face14.10","face14capa","face14.11","face14_imm","face14.12","face14inti","face14.13","face14_frie","face14.14","face14appr","face14.15","face14IQ","face14.16","face14unus","face14.17","face14_norm","face14.18","face14succ","face14.19","face14weal","face14.20","face14youn"
"42","Default Response Set","Anonymous",NA,"76.178.96.45",0,"2012-09-27 23:45:35","2012-09-27 23:52:43",1,6422626,1,NA,5,5,30,1,NA,NA,NA,1,NA,2,3,1,1,4,2,3,2,5,7,1,2,1,1,1,1,2,1,1,1,11,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,1,7,1,NA,NA,NA,4,0,1,"Fairly quiet young woman who helps out when she can. Works hard for what she gets but doesn't get very far none the less.","Midwest U.S.",1,"Probably at her workplace. Maybe occasionally at somewhere like the movies or out at the college. ","Grocery cashier",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"It might be interesting if after the survey you tell the tester some short information about the photo they just viewed. Letting us know what our perceptions were and if they were correct, might change some negative opinions for the better.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,2,1,4,1,3,1,4,1,3,1,4,1,2,1,1,1,4,1,5,1,3,1,4,1,3,1,3,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","Default Response Set","Anonymous",NA,"199.168.75.177",0,"2012-09-28 00:02:11","2012-09-28 00:12:01",1,8380698,1,NA,2,3,0,1,NA,NA,NA,1,NA,2,2,1,3,1,3,1,2,4,6,1,3,4,3,1,1,2,3,10,1,3,15,1,1,1,1,NA,NA,NA,4,0,1,"He's a white male with blue eyes and short blonde hair. Hes wearing a tan colored jackey.","France",1,"Walmart or a school.","Teacher",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,1,5,1,4,1,1,1,3,1,1,1,3,1,3,1,5,1,1,1,4,1,4,1,4,1,1,1,5,1,3,1,3,1,5,"nice survey! thanks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","Default Response Set","Anonymous",NA,"76.169.135.93",0,"2012-09-28 01:16:43","2012-09-28 01:24:17",1,5256177,1,NA,18,2,3,1,NA,NA,NA,1,NA,2,5,1,2,2,1,1,2,5,7,1,1,1,2,1,1,1,1,1,1,9,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,1,9,1,NA,NA,NA,4,1,1,"A slightly attractive young hispanic/white girl with a bit of a mustache.","California",1,"Absolutely anywhere.","Administrative assistant.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,4,1,1,1,3,1,3,1,3,1,2,1,3,1,2,1,2,1,2,1,3,1,4,1,1,1,5,1,3,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","Default Response Set","Anonymous",NA,"68.228.48.48",0,"2012-09-28 04:23:02","2012-09-28 04:32:27",1,1565766,1,NA,34,5,7,1,NA,NA,NA,1,NA,2,3,1,1,4,3,3,2,5,4,1,2,4,4,1,1,3,2,10,1,25,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,1,11,1,NA,NA,NA,4,0,1,"Young white male, dark hair and light beard. Looks like he could use a comb and probably works in the IT department of a big company.","USA",1,"Eating lunch in the company cafeteria.","IT department a computer guy",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"he did not look like an imigrant until the survey asked if he did.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,3,1,3,1,4,1,3,1,2,1,4,1,2,1,1,1,2,1,2,1,4,1,4,1,5,1,4,1,3,1,5
"46","Default Response Set","Anonymous",NA,"99.140.252.199",0,"2012-09-28 06:44:51","2012-09-28 06:54:34",1,6440247,1,NA,25,5,10,1,NA,NA,NA,1,NA,1,3,1,3,2,3,3,5,3,8,1,4,3,1,1,1,4,1,8,1,20,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,1,4,1,NA,NA,NA,3,0,1,"A young white kid with dark hair and blue eyes that looks like he just woke up. ","Chicago",1,"College","Grocery store",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,5,1,2,1,1,1,3,1,3,1,4,1,1,1,1,1,3,1,4,1,3,1,2,1,5,1,2,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Default Response Set","Anonymous",NA,"96.63.247.186",0,"2012-09-28 07:23:04","2012-09-28 07:30:58",1,3696025,1,NA,4,1,0,1,NA,NA,NA,1,NA,2,3,1,5,1,1,1,1,1,7,1,2,2,4,1,1,1,1,1,1,3,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,1,10,1,NA,NA,NA,4,0,1,"I would describe her as short, white woman. She wears glass and has earrings. Her hair is long and brown.","New Jersey ",1,"She is probably at single working mother.","A teacher.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,3,1,3,1,4,1,4,1,3,1,2,1,3,1,2,1,3,1,3,1,4,1,4,1,2,1,3,1,2,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","Default Response Set","Anonymous",NA,"75.22.29.21",0,"2012-09-28 09:19:48","2012-09-28 09:29:26",1,8479096,1,NA,19,3,2,1,NA,1,NA,NA,NA,2,3,1,1,4,2,1,1,5,7,1,2,3,5,1,1,1,1,1,1,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,1,11,1,NA,NA,NA,4,0,1,"She is young has long hair and brown eyes., She has clear skin. She seems to dress fairly plain.","Virginia",1,"In an office","Receptionist",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,1,1,4,1,2,1,2,1,4,1,3,1,1,1,2,1,3,1,3,1,4,1,1,1,5,1,3,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","Default Response Set","Anonymous",NA,"12.118.186.6",0,"2012-09-28 09:51:30","2012-09-28 09:56:35",1,8566915,1,NA,10,3,1,1,NA,NA,NA,1,NA,2,5,1,1,4,2,1,1,5,7,1,5,1,5,1,1,1,1,1,1,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,1,7,1,NA,NA,NA,4,0,1,"He looks athletic.  He probably does well in social circles.  His hair looks like he maintains it.  ","Could be from any town in America.  ",1,"A college campus.  ","I would guess he's a student.  ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Interesting survey.  It's difficult to really get a grasp/opinion on someone just from the face.  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,2,1,3,1,3,1,3,1,3,1,5,1,2,1,1,1,5,1,5,1,5,1,4,1,3,1,2,1,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","Default Response Set","Anonymous",NA,"75.149.96.81",0,"2012-09-28 09:58:46","2012-09-28 10:05:10",1,2957491,1,NA,6,6,2,2,NA,NA,NA,1,NA,2,5,1,1,3,3,2,4,5,2,1,4,2,1,1,1,1,1,1,1,15,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,1,11,1,NA,NA,NA,2,0,1,"mid to upper twenties, working class. Average Stature, stocky build. Brow hair, brown eyes. ","United States or Europe. ",1,"Working a job, possibly hands on. Furthering his degree which is why he may be dressed more casually for school","possibly hands on work ",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,2,1,3,1,1,1,2,1,2,1,3,1,3,1,4,1,2,1,3,1,3,1,3,1,4,1,3,1,2,1,3
"51","Default Response Set","Anonymous",NA,"69.171.166.23",0,"2012-09-28 11:29:28","2012-09-28 11:38:44",1,2926637,1,NA,15,3,4,2,NA,NA,NA,1,NA,2,3,1,1,2,3,3,2,2,5,1,4,1,1,1,1,1,1,1,1,45,65,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,1,8,1,NA,NA,NA,3,1,1,"BROWN HAIR BROWN EYES, MEDIUM COMPLEXION. CLEAN SHAVEN. OVAL SHAPED FACE. HIGH CHEEK BONES. THICK EYE BROWS.","PEURTO RICO",1,"SUBWAY","CONSTRUCTION",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,4,1,3,1,2,1,4,1,2,1,4,1,4,1,1,1,4,1,3,1,1,1,4,1,3,1,1,1,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
